class_id,weight_max_abs_diff,bias_abs_diff,row_max_abs_diff
0,0.00024199486,0.0,0.00024199486
1,0.0002570115,0.0,0.0002570115
2,0.00024743006,0.0,0.00024743006
3,0.00024266168,0.0,0.00024266168
4,0.0002477616,0.0,0.0002477616
5,0.00026353076,0.0,0.00026353076
6,0.00027761236,0.0,0.00027761236
7,0.00027029216,0.0,0.00027029216
8,0.00025026128,0.0,0.00025026128
9,0.0002590753,0.0,0.0002590753
10,0.00027494878,0.0,0.00027494878
11,0.00025066733,0.0,0.00025066733
12,0.00025276095,0.0,0.00025276095
13,0.00025441125,0.0,0.00025441125
14,0.0002603568,0.0,0.0002603568
15,0.00026883185,0.0,0.00026883185
16,0.0002690889,0.0,0.0002690889
17,0.00026636943,0.0,0.00026636943
18,0.00027261302,0.0,0.00027261302
19,0.0002428107,0.0,0.0002428107
20,0.000262592,0.0,0.000262592
21,0.00027600303,0.0,0.00027600303
22,0.000279665,0.0,0.000279665
23,0.00027752668,0.0,0.00027752668
24,0.00027055666,0.0,0.00027055666
25,0.0002764389,0.0,0.0002764389
26,0.00028030947,0.0,0.00028030947
27,0.00030416995,0.0,0.00030416995
28,0.00027824193,0.0,0.00027824193
29,0.00028979033,0.0,0.00028979033
30,0.00027686357,0.0,0.00027686357
31,0.00027767196,0.0,0.00027767196
32,0.00029315054,0.0,0.00029315054
33,0.00024772808,0.0,0.00024772808
34,0.00026043877,0.0,0.00026043877
35,0.00027648732,0.0,0.00027648732
36,0.0002815798,0.0,0.0002815798
37,0.00027358904,0.0,0.00027358904
38,0.00028292462,0.0,0.00028292462
39,0.00025485456,0.0,0.00025485456
40,0.00026362017,0.0,0.00026362017
41,0.00029394776,0.0,0.00029394776
42,0.00024022534,0.0,0.00024022534
43,0.00027909875,0.0,0.00027909875
44,0.00028855726,0.0,0.00028855726
45,0.00025791302,0.0,0.00025791302
46,0.00025566295,0.0,0.00025566295
47,0.00025516003,0.0,0.00025516003
48,0.00027059764,0.0,0.00027059764
49,0.00028114393,0.0,0.00028114393
50,0.00027035922,0.0,0.00027035922
51,0.000242766,0.0,0.000242766
52,0.00024737418,0.0,0.00024737418
53,0.00027742237,0.0,0.00027742237
54,0.00027783588,0.0,0.00027783588
55,0.00026319176,0.0,0.00026319176
56,0.00026342645,0.0,0.00026342645
57,0.0002523102,0.0,0.0002523102
58,0.00027536973,0.0,0.00027536973
59,0.00025514886,0.0,0.00025514886
60,0.00026408955,0.0,0.00026408955
61,0.00029668957,0.0,0.00029668957
62,0.0002718903,0.0,0.0002718903
63,0.00028719008,0.0,0.00028719008
64,0.0002720356,0.0,0.0002720356
65,0.00029239804,0.0,0.00029239804
66,0.00029123202,0.0,0.00029123202
67,0.00024962798,0.0,0.00024962798
68,0.00027110055,0.0,0.00027110055
69,0.00027953833,0.0,0.00027953833
70,0.0002628304,0.0,0.0002628304
71,0.0002531819,0.0,0.0002531819
72,0.00027095154,0.0,0.00027095154
73,0.00024951622,0.0,0.00024951622
74,0.0002630204,0.0,0.0002630204
75,0.0002943799,0.0,0.0002943799
76,0.0002757758,0.0,0.0002757758
77,0.0002801679,0.0,0.0002801679
78,0.00027780235,0.0,0.00027780235
79,0.00028915703,0.0,0.00028915703
