class_id,weight_max_abs_diff,bias_abs_diff,row_max_abs_diff
0,0.00024436414,0.0,0.00024436414
1,0.000259988,0.0,0.000259988
2,0.0002498813,0.0,0.0002498813
3,0.00024488196,0.0,0.00024488196
4,0.00025051832,0.0,0.00025051832
5,0.00026615337,0.0,0.00026615337
6,0.00028091297,0.0,0.00028091297
7,0.0002728738,0.0,0.0002728738
8,0.00025252998,0.0,0.00025252998
9,0.00026168674,0.0,0.00026168674
10,0.00027797,0.0,0.00027797
11,0.00025309622,0.0,0.00025309622
12,0.0002552718,0.0,0.0002552718
13,0.0002569519,0.0,0.0002569519
14,0.00026296452,0.0,0.00026296452
15,0.0002714768,0.0,0.0002714768
16,0.00027206913,0.0,0.00027206913
17,0.00026902556,0.0,0.00026902556
18,0.0002754256,0.0,0.0002754256
19,0.00024516135,0.0,0.00024516135
20,0.00026176497,0.0,0.00026176497
21,0.00026750192,0.0,0.00026750192
22,0.00027089193,0.0,0.00027089193
23,0.00028001145,0.0,0.00028001145
24,0.00027466565,0.0,0.00027466565
25,0.00027582794,0.0,0.00027582794
26,0.0002728775,0.0,0.0002728775
27,0.00030758232,0.0,0.00030758232
28,0.00027834252,0.0,0.00027834252
29,0.00029814243,0.0,0.00029814243
30,0.0002765283,0.0,0.0002765283
31,0.00028101355,0.0,0.00028101355
32,0.00028441474,0.0,0.00028441474
33,0.00026658922,0.0,0.00026658922
34,0.00026595592,0.0,0.00026595592
35,0.0002817139,0.0,0.0002817139
36,0.00029155985,0.0,0.00029155985
37,0.0002751425,0.0,0.0002751425
38,0.00028480962,0.0,0.00028480962
39,0.0002639033,0.0,0.0002639033
