class_id,weight_max_abs_diff,bias_abs_diff,row_max_abs_diff
0,0.00024190918,0.0,0.00024190918
1,0.0002570264,0.0,0.0002570264
2,0.00024742633,0.0,0.00024742633
3,0.00024230033,0.0,0.00024230033
4,0.00024829805,0.0,0.00024829805
5,0.00026337057,0.0,0.00026337057
6,0.00027770922,0.0,0.00027770922
7,0.00027024746,0.0,0.00027024746
8,0.00024991482,0.0,0.00024991482
9,0.00025895238,0.0,0.00025895238
10,0.00027485564,0.0,0.00027485564
11,0.0002506934,0.0,0.0002506934
12,0.00025245547,0.0,0.00025245547
13,0.0002543889,0.0,0.0002543889
14,0.0002601482,0.0,0.0002601482
15,0.00026878342,0.0,0.00026878342
16,0.00026937947,0.0,0.00026937947
17,0.00026639178,0.0,0.00026639178
18,0.00027276576,0.0,0.00027276576
19,0.00024281442,0.0,0.00024281442
20,0.00025891513,0.0,0.00025891513
21,0.0002657734,0.0,0.0002657734
22,0.00026869774,0.0,0.00026869774
23,0.00027874485,0.0,0.00027874485
24,0.00027210638,0.0,0.00027210638
25,0.0002735667,0.0,0.0002735667
26,0.00026961416,0.0,0.00026961416
27,0.00030514598,0.0,0.00030514598
28,0.0002748482,0.0,0.0002748482
29,0.00029402226,0.0,0.00029402226
30,0.0002738163,0.0,0.0002738163
31,0.00027820095,0.0,0.00027820095
32,0.0002823621,0.0,0.0002823621
33,0.00026373565,0.0,0.00026373565
34,0.00026279688,0.0,0.00026279688
35,0.00027837232,0.0,0.00027837232
36,0.00028901175,0.0,0.00028901175
37,0.00027234107,0.0,0.00027234107
38,0.00028197467,0.0,0.00028197467
39,0.00026037917,0.0,0.00026037917
40,0.00025154278,0.0,0.00025154278
41,0.00027453154,0.0,0.00027453154
42,0.00026272237,0.0,0.00026272237
43,0.0002509579,0.0,0.0002509579
44,0.00026675686,0.0,0.00026675686
45,0.00026550144,0.0,0.00026550144
46,0.0002572611,0.0,0.0002572611
47,0.00024368986,0.0,0.00024368986
48,0.00026888773,0.0,0.00026888773
49,0.0002921149,0.0,0.0002921149
50,0.00026252493,0.0,0.00026252493
51,0.00025037676,0.0,0.00025037676
52,0.00027195737,0.0,0.00027195737
53,0.00026332587,0.0,0.00026332587
54,0.0002686903,0.0,0.0002686903
55,0.00026295334,0.0,0.00026295334
56,0.0002669394,0.0,0.0002669394
57,0.00026877224,0.0,0.00026877224
58,0.00026876107,0.0,0.00026876107
59,0.00028000772,0.0,0.00028000772
60,0.00027162582,0.0,0.00027162582
61,0.0002827868,0.0,0.0002827868
62,0.00027847663,0.0,0.00027847663
63,0.00028553978,0.0,0.00028553978
64,0.0002809316,0.0,0.0002809316
65,0.00029322132,0.0,0.00029322132
66,0.00025037676,0.0,0.00025037676
67,0.00027820095,0.0,0.00027820095
68,0.00026447698,0.0,0.00026447698
69,0.00028871,0.0,0.00028871
70,0.00025850534,0.0,0.00025850534
71,0.00025927648,0.0,0.00025927648
72,0.00028610602,0.0,0.00028610602
73,0.0002567619,0.0,0.0002567619
74,0.0002551265,0.0,0.0002551265
75,0.00027666986,0.0,0.00027666986
76,0.00026925653,0.0,0.00026925653
77,0.00025459751,0.0,0.00025459751
78,0.00027852133,0.0,0.00027852133
79,0.00026818365,0.0,0.00026818365
