class_id,weight_max_abs_diff,bias_abs_diff,row_max_abs_diff
0,0.0002497509,0.0,0.0002497509
1,0.00025430694,0.0,0.00025430694
2,0.0002513416,0.0,0.0002513416
3,0.0002443269,0.0,0.0002443269
4,0.0002523549,0.0,0.0002523549
5,0.00026709214,0.0,0.00026709214
6,0.00027279183,0.0,0.00027279183
7,0.00028046966,0.0,0.00028046966
8,0.0002543442,0.0,0.0002543442
9,0.0002664514,0.0,0.0002664514
10,0.0002812557,0.0,0.0002812557
11,0.00024968386,0.0,0.00024968386
12,0.00025979802,0.0,0.00025979802
13,0.00025540218,0.0,0.00025540218
14,0.0002721399,0.0,0.0002721399
15,0.0002737902,0.0,0.0002737902
16,0.00027757883,0.0,0.00027757883
17,0.00027774647,0.0,0.00027774647
18,0.0002833791,0.0,0.0002833791
19,0.0002469197,0.0,0.0002469197
20,0.0002667494,0.0,0.0002667494
21,0.00027886033,0.0,0.00027886033
22,0.00026532263,0.0,0.00026532263
23,0.00027900562,0.0,0.00027900562
24,0.00026907772,0.0,0.00026907772
25,0.00027117506,0.0,0.00027117506
26,0.00027377903,0.0,0.00027377903
27,0.00030504912,0.0,0.00030504912
28,0.00027567148,0.0,0.00027567148
29,0.0002938956,0.0,0.0002938956
30,0.00026948377,0.0,0.00026948377
31,0.00027718768,0.0,0.00027718768
32,0.00028660893,0.0,0.00028660893
33,0.00026768818,0.0,0.00026768818
34,0.00026566535,0.0,0.00026566535
35,0.00026818737,0.0,0.00026818737
36,0.00028584525,0.0,0.00028584525
37,0.0002870001,0.0,0.0002870001
38,0.00028816983,0.0,0.00028816983
39,0.00025742874,0.0,0.00025742874
40,0.00026967004,0.0,0.00026967004
41,0.00027395785,0.0,0.00027395785
42,0.00027653947,0.0,0.00027653947
43,0.00026669353,0.0,0.00026669353
44,0.00026610494,0.0,0.00026610494
45,0.000280682,0.0,0.000280682
46,0.00025971234,0.0,0.00025971234
47,0.0002723001,0.0,0.0002723001
48,0.00026625395,0.0,0.00026625395
49,0.00028652325,0.0,0.00028652325
50,0.00026384369,0.0,0.00026384369
51,0.00028527156,0.0,0.00028527156
52,0.00026180223,0.0,0.00026180223
53,0.00029173493,0.0,0.00029173493
54,0.00030522048,0.0,0.00030522048
55,0.00026287138,0.0,0.00026287138
56,0.00027011335,0.0,0.00027011335
57,0.00025197864,0.0,0.00025197864
58,0.00029006973,0.0,0.00029006973
59,0.0002654493,0.0,0.0002654493
