class_id,weight_max_abs_diff,bias_abs_diff,row_max_abs_diff
0,0.00025520846,0.0,0.00025520846
1,0.00028795376,0.0,0.00028795376
2,0.00026721135,0.0,0.00026721135
3,0.00026106462,0.0,0.00026106462
4,0.0002627112,0.0,0.0002627112
5,0.000253018,0.0,0.000253018
6,0.00026836246,0.0,0.00026836246
7,0.0002669096,0.0,0.0002669096
8,0.00026592985,0.0,0.00026592985
9,0.0002687089,0.0,0.0002687089
10,0.00025006384,0.0,0.00025006384
11,0.00025046244,0.0,0.00025046244
12,0.00025513023,0.0,0.00025513023
13,0.00025447085,0.0,0.00025447085
14,0.00026475266,0.0,0.00026475266
15,0.0002672486,0.0,0.0002672486
16,0.0002683662,0.0,0.0002683662
17,0.00025634468,0.0,0.00025634468
18,0.0002666153,0.0,0.0002666153
19,0.00026074052,0.0,0.00026074052
20,0.00029012933,0.0,0.00029012933
21,0.00026165321,0.0,0.00026165321
22,0.0002690442,0.0,0.0002690442
23,0.00028154254,0.0,0.00028154254
24,0.00026634336,0.0,0.00026634336
25,0.00027539209,0.0,0.00027539209
26,0.00028658658,0.0,0.00028658658
27,0.0002821386,0.0,0.0002821386
28,0.0002832897,0.0,0.0002832897
29,0.00027313083,0.0,0.00027313083
30,0.0002671145,0.0,0.0002671145
31,0.00029331073,0.0,0.00029331073
32,0.0002755858,0.0,0.0002755858
33,0.00028439984,0.0,0.00028439984
34,0.00029294565,0.0,0.00029294565
35,0.00028492883,0.0,0.00028492883
36,0.00027716905,0.0,0.00027716905
37,0.00026045367,0.0,0.00026045367
38,0.00027466938,0.0,0.00027466938
39,0.00028252974,0.0,0.00028252974
