class_id,weight_max_abs_diff,bias_abs_diff,row_max_abs_diff
0,0.00029064342,0.0,0.00029064342
1,0.0003028214,0.0,0.0003028214
2,0.00028536096,0.0,0.00028536096
3,0.0002865009,0.0,0.0002865009
4,0.0003055036,0.0,0.0003055036
5,0.00032555312,0.0,0.00032555312
6,0.00032261014,0.0,0.00032261014
7,0.00031486154,0.0,0.00031486154
8,0.00029675663,0.0,0.00029675663
9,0.00031665713,0.0,0.00031665713
10,0.00031998754,0.0,0.00031998754
11,0.00029486418,0.0,0.00029486418
12,0.000298962,0.0,0.000298962
13,0.00028266385,0.0,0.00028266385
14,0.0003233552,0.0,0.0003233552
15,0.00030265749,0.0,0.00030265749
16,0.00031350553,0.0,0.00031350553
17,0.00030578673,0.0,0.00030578673
18,0.00030250102,0.0,0.00030250102
19,0.00029269978,0.0,0.00029269978
