class_id,weight_max_abs_diff,bias_abs_diff,row_max_abs_diff
0,0.00025638938,0.0,0.00025638938
1,0.00028930977,0.0,0.00028930977
2,0.00026843697,0.0,0.00026843697
3,0.00026223436,0.0,0.00026223436
4,0.00026400387,0.0,0.00026400387
5,0.00025420636,0.0,0.00025420636
6,0.0002695024,0.0,0.0002695024
7,0.00026815012,0.0,0.00026815012
8,0.00026722252,0.0,0.00026722252
9,0.00026986748,0.0,0.00026986748
10,0.00025120005,0.0,0.00025120005
11,0.00025157258,0.0,0.00025157258
12,0.00025628507,0.0,0.00025628507
13,0.00025554746,0.0,0.00025554746
14,0.0002658926,0.0,0.0002658926
15,0.00026847422,0.0,0.00026847422
16,0.0002695173,0.0,0.0002695173
17,0.00025757402,0.0,0.00025757402
18,0.00026792288,0.0,0.00026792288
19,0.00026191399,0.0,0.00026191399
